0.00,0.00,20.15,0.00,39063
0.00,0.00,20.14,0.00,39086
0.00,0.00,20.14,0.00,39108
0.00,0.00,20.16,0.00,39132
0.00,0.00,20.14,0.00,39154
0.00,0.00,20.15,0.00,39177
0.00,0.00,20.16,0.00,39200
0.00,0.00,20.15,0.00,39223
0.00,0.00,20.16,0.00,39245
0.00,0.00,20.15,0.00,39268
0.00,0.00,20.15,0.00,39291
0.00,0.00,20.16,0.00,39314
0.00,0.00,20.15,0.00,39336
0.00,0.00,20.16,0.00,39360
0.00,0.00,20.16,0.00,39383
0.00,0.00,20.15,0.00,39405
0.00,0.00,20.16,0.00,39428
0.00,0.00,20.15,0.00,39451
0.00,0.00,20.16,0.00,39474
0.00,0.00,20.15,0.00,39496
0.00,0.00,20.15,0.00,39520
0.00,0.00,20.15,0.00,39542
0.00,0.00,20.15,0.00,39565
0.00,0.00,20.14,0.00,39587
0.00,0.00,20.16,0.00,39611
0.00,0.00,20.16,0.00,39633
0.00,0.00,20.16,0.00,39656
0.00,0.00,20.16,0.00,39680
0.00,0.00,20.15,0.00,39702
0.00,0.00,20.15,0.00,39725
0.00,0.00,20.15,0.00,39748
0.00,0.00,20.14,0.00,39771
0.00,0.00,20.14,0.00,39793
0.00,0.00,20.15,0.00,39816
0.00,0.00,20.14,0.00,39839
0.00,0.00,20.15,0.00,39862
0.00,0.00,20.16,0.00,39884
0.00,0.00,20.14,0.00,39908
0.00,0.00,20.15,0.00,39930
0.00,0.00,20.15,0.00,39953
0.00,0.00,20.14,0.00,39975
0.00,0.00,20.14,0.00,39999
0.00,0.00,20.16,0.00,40022
0.00,0.00,20.14,0.00,40044
0.00,0.00,20.15,0.00,40068
0.00,0.00,20.15,0.00,40090
0.00,0.00,20.15,0.00,40113
0.00,0.00,20.15,0.00,40136
0.00,0.00,20.15,0.00,40159
0.00,0.00,20.14,0.00,40181
0.00,0.00,20.16,0.00,40204
0.00,0.00,20.16,0.00,40227
0.00,0.00,20.14,0.00,40250
0.00,0.00,20.15,0.00,40272
0.00,0.00,20.15,0.00,40296
0.00,0.00,20.16,0.00,40318
0.00,0.00,20.14,0.00,40341
0.00,0.00,20.13,0.00,40364
0.00,0.00,20.16,0.00,40387
0.00,0.00,20.15,0.00,40410
0.00,0.00,20.16,0.00,40432
0.00,0.00,20.14,0.00,40456
0.00,0.00,20.15,0.00,40478
0.00,0.00,20.12,0.00,40501
0.00,0.00,20.15,0.00,40523
0.00,0.00,20.16,0.00,40547
0.00,0.00,20.16,0.00,40569
0.00,0.00,20.14,0.00,40592
0.00,0.00,20.15,0.00,40615
0.00,0.00,20.16,0.00,40638
0.00,0.00,20.16,0.00,40660
0.00,0.00,20.16,0.00,40684
0.00,0.00,20.15,0.00,40707
0.00,0.00,20.15,0.00,40729
0.00,0.00,20.15,0.00,40752
0.00,0.00,20.15,0.00,40775
0.00,0.00,20.14,0.00,40798
0.00,0.00,20.14,0.00,40820
0.00,0.00,20.15,0.00,40844
0.00,0.00,20.16,0.00,40866
0.00,0.00,20.14,0.00,40889
0.00,0.00,20.15,0.00,40911
0.00,0.00,20.13,0.00,40935
0.00,0.00,20.14,0.00,40957
0.00,0.00,20.16,0.00,40980
0.00,0.00,20.13,0.00,41004
0.00,0.00,20.15,0.00,41026
0.00,0.00,20.14,0.00,41049
0.00,0.00,20.16,0.00,41071
0.00,0.00,20.15,0.00,41095
0.00,0.00,20.15,0.00,41117
0.00,0.00,20.14,0.00,41140
0.00,0.00,20.14,0.00,41163
0.00,0.00,20.15,0.00,41186
0.00,0.00,20.14,0.00,41208
0.00,0.00,20.14,0.00,41232
0.00,0.00,20.15,0.00,41254
0.00,0.00,20.15,0.00,41277
0.00,0.00,20.15,0.00,41299
0.00,0.00,20.16,0.00,41323
0.00,0.00,20.15,0.00,41346
0.00,0.00,20.15,0.00,41368
0.00,0.00,20.15,0.00,41392
0.00,0.00,20.15,0.00,41414
0.00,0.00,20.16,0.00,41437
0.00,0.00,20.15,0.00,41459
0.00,0.00,20.14,0.00,41483
0.00,0.00,20.14,0.00,41505
0.00,0.00,20.16,0.00,41528
0.00,0.00,20.14,0.00,41551
0.00,0.00,20.16,0.00,41574
0.00,0.00,20.16,0.00,41596
0.00,0.00,20.15,0.00,41620
0.00,0.00,20.15,0.00,41643
0.00,0.00,20.15,0.00,41665
0.00,0.00,20.14,0.00,41688
0.00,0.00,20.15,0.00,41711
0.00,0.00,20.16,0.00,41734
0.00,0.00,20.16,0.00,41756
